parentid,id,body
"2397876","2397889","<p>Here I will suppose that we have a sequence or random variables $X_i,\ i=1...n$ i.i.d. and that $\Pr[X_i \geq 1] = p$.</p>

<p>We can then define $Y_i = [X_i \geq 1]$, which means $Y_i = 1$ if $X_i \geq 1$, else $Y_i = 0$. We also define $Y=\sum\limits_{i=1}^n Y_i$.</p>

<p>We are therefore interested in $\Pr[Y \geq n_1]$.</p>

<p>Clearly $Y \sim Binomial(n,p)$. Hence $\Pr[Y = k] = \binom{n}{k} p^k (1-p)^{n-k}$. Summing for all $k \geq n_1$ :
$$
\Pr[Y \geq n_1] = \sum_{k=n_1}^n \binom{n}{k} p^k (1-p)^{n-k}
$$</p>
"
"2397883","2397899","<p>Yes, it converges uniformly. The only zero of $f_n'$ is $\displaystyle\sqrt[n]{\sqrt{1+n}-1}$. Furthermore, $f'(x)&lt;0$ when $x$ is greater than this number and $f'(x)&gt;0$ if $x$ is smaller. Therefore, the maximum of $f_n$ is$$f_n\left(\sqrt[n]{\sqrt{1+n}-1}\right)=\frac1{2\left(\sqrt{1+n}-1\right)}.$$Since$$\lim_{n\in\mathbb N}\left(\frac1{2\left(\sqrt{1+n}-1\right)}\right)_{n\in\mathbb N}=0,$$your sequence converges uniformly to the null function.</p>
"
"2397894","2397902","<p>This inequality is true because $\frac{ab}{a+b}\leq\frac{a+b}{4}$.</p>
"
"2397898","2397908","<p>You're right that $x=3$ solves the equation, but because there's an $x$ in the exponent, your book and/or teacher might exclude negative bases as $a^x$ doesn't behave <em>nicely</em> for $a&lt;0$.</p>

<p>More specifically, for an expression of the form $a^x$, or in your case $f(x)^x$, it's possible that they demand $a \ge 0$ or $f(x) \ge 0$. In that case, only $x&gt;4$ would satisfy this demand <em>and</em> the equation.</p>
"
"2397901","2397927","<p>Your argument is not correct, because:</p>

<ol>
<li>you did not assume that $U$ is open, but then you assert that it is (not a serious problem, of course);</li>
<li>you say that $U\neq\{y_1\}\cup\{u\}$ because $U$ is open and $\{y_1\}\cup\{u\}$ is closed. Can't a set be closed and open simultaneously?</li>
</ol>

<p>You can prove it as follows. Suppose that there is a neighborhood $U$ of $x$ with only a finite number of elements of $A$. Let $x_1,x_2,\ldots,x_n$ be these elements. Since the space is $T_1$, each $\{x_k\}$ is closed and therefore the set $C=\bigcup_{k=1}^n\{x_k\}$ is closed. But then $U\setminus C$ is a neighborhood of $x$ which does not intersect $A$, which is impossible, since $x$ is a limit point of $A$.</p>
"
"2397909","2397912","<p>For every $x\in\mathbb R\setminus\{0\}$, the vector</p>

<p>$$\begin{bmatrix}x\\0\end{bmatrix}$$</p>

<p>is an eigenvector of the matrix</p>

<p>$$\begin{bmatrix}1&amp;2\\0&amp;1\end{bmatrix}$$</p>
"
"2397916","2397933","<p>Suppose there were $182$ coins.  That could be $14×13$ or $26×7$, among other things.  So we could not tell how many bags or how many coins per bag there are.</p>

<p>Suppose there were $187$ coins.  That can only be $11×17$, the product of two primes.  But which is $11$, the number of bags or the number of coins per bag?</p>

<p>To avoid these ambiguities, you need a number of coins that is the product of two identical primes, meaning it's the square of this common prime.  There is only one such number between $150$ and $200$.</p>

<p>Apparently the king is not triskaidekaphobic ... .</p>
"
"2397918","2397940","<p>Let $$ S_n(p)=\sum_{k=1}^{n} k^p\qquad n, p\in\mathbb N $$</p>

<p>then, 
We know the following Binomial formula </p>

<p>$$ (k+1)^p = k^p+ \sum_{i=0}^{p-1}\binom{p}{i} k^i$$
where $\binom{p}{i}= \frac{p!}{i!(p-i)!}$.
Which implies that, </p>

<p>$$\sum_{k=1}^{n} (k+1)^p =\sum_{k=1}^{n} k^p+\sum_{i=0}^{p-1}\binom{p}{i} \sum_{k=1}^{n} k^i = S_n(p) +\sum_{i=0}^{p-1}\binom{p}{i} S_n(i) $$</p>

<p>But $$\sum_{k=1}^{n} (k+1)^p = \sum_{k=2}^{n+1} k^p = S_{n+1}(p) -1 = S_n(p) +(n+1)^p -1$$</p>

<p>Hence finally we get the relation:</p>

<p>$$(n+1)^p -1  =\sum_{i=0}^{p-1}\binom{p}{i} S_n(i) $$</p>

<p>From this it is possible to compute the sum for any $p\ge 1 $ in $ \mathbb N $.</p>
"
"2397920","2397958","<p>Spherical coordinates are not useful for this problem. Your description of the ""hole"" is not correct. Use instead cylindrical coordinates. The ""hole"" is then described as
$$
0\le r\le b,\quad 0\le\theta\le2\,\pi,\quad-\sqrt{1-r^2}\le z\le\sqrt{1-r^2}.
$$</p>
"
"2397931","2397968","<p>Another way could be logarithmic differentiation</p>

<p>$$y=\frac{x \cos^{-1}(x)} {\sqrt{1-x^2}}\implies \log(y)=\log(x)+\log(\cos^{-1}(x))-\frac 12\log({1-x^2})$$ Differentiate both sides 
$$\frac{y'}y=\frac 1x +\frac{ \left(\cos^{-1}(x)\right)'} {\cos^{-1}(x) }-\frac 12\frac{\left({1-x^2}\right)' }{{1-x^2} }$$ When done $$y'=y \times \frac{y'}y$$ and simplify.</p>
"
"2397938","2397947","<p>How the fact that $U_{\zeta} (\infty) = \infty$ would imply that $\rho \leqslant \zeta$ is a mystery to me, but, to prove the latter, one can note that, for every nonnegative $x$, $$U_{\zeta} (x) = \int_0^x y^{\zeta} dF(y)\leqslant\int_0^x x^{\zeta} dF(y)=x^\zeta F(x)\leqslant x^\zeta$$ hence the assumption that $$U_{\zeta} (x) \sim x^{\rho} L(x)$$ indeed implies that $$x^{\rho} L(x)\leqslant 2x^\zeta$$ when $x\to\infty$, in particular, $$\rho\leqslant\zeta$$</p>
"
"2397944","2397995","<p>Consider the number of non-negative integral solutions to $X_1 + X_2 + X_3 .. + X_7 = 7$. This should equal $\binom{7+ 7 - 1}{7 - 1} = \binom{13}{6}$.</p>

<p>These solutions can also be counted as follows:</p>

<p>Case 1: Let $X_1 + X_2 + X_3 = 0$ and $X_4 + X_5 + X_6 + X_7 = 7$. The combined number of solutions for these are $\binom{2}{2} \cdot \binom{10}{3}$</p>

<p>Case 2: Let Let $X_1 + X_2 + X_3 = 1$ and $X_4 + X_5 + X_6 + X_7 = 6$. The combined number of solutions for these are $\binom{3}{2} \cdot \binom{9}{3}$.</p>

<p>.
.
.</p>

<p>Case 8: Let Let $X_1 + X_2 + X_3 = 7$ and $X_4 + X_5 + X_6 + X_7 = 0$. The combined number of solutions for these are $\binom{9}{2} \cdot \binom{3}{3}$.</p>

<p>Thus, we get that $$\binom{13}{6} = \binom{2}{2} \cdot \binom{10}{3} + \binom{3}{2} \cdot \binom{9}{3} + \ .. \ + \binom{9}{2} \cdot \binom{3}{3}$$ </p>
"
"2397952","2398052","<p>What you showed is $|f(X) - L| &lt; \epsilon \implies |X -X_0| &lt; \frac{\epsilon}{4}$.</p>

<p>What you need to show is $0 &lt; |X -X_0| &lt;\delta \implies |f(X) - L| &lt; \epsilon$.</p>

<blockquote>
  <p>The part about $0 &lt; |X -X_0|$ is there because the value of the limit of $f(X)$ as $X$ approaches $X_0$ needs to have nothing to do with the actual value of $f(X_0)$. In, fact $f(X_0)$ does not even need to exists. For example, if you define $$f(x) = \begin{cases} 10000 &amp; \text{If $x=7$} \\ x &amp; \text{If $x\ne 7$} \end{cases}$$ then $\displaystyle \lim_{x \to 7} f(x) = 7$. In your case, $f(X)$ is ""well-behaved"" at $X = X_0$ so you don't need to worry about the case $X=X_0$.</p>
</blockquote>

<p>Your proof then would look like this.</p>

<p>Let $\epsilon &gt; 0$ be given. Define $\delta = \frac 19\epsilon$ and let $0 &lt; |X -X_0| &lt;\delta$</p>

<p>$|f(X) - f(1,2,1)|=|3(x-1)+4(y-2)+(z-1)| \le 3|x-1| + 4|y-2|+|z-1|$</p>

<p>Note that 
\begin{array}{l}
   |x-1| \le |X-(1,2,1)| &lt; \delta \\
   |y-2| \le |X-(1,2,1)| &lt; \delta \\
   |z-1| \le |X-(1,2,1)| &lt; \delta \\
\end{array}</p>

<p>So $|f(X) - f(1,2,1)| \le 3\delta + 4\delta + \delta &lt; 9\delta = \epsilon$</p>

<p>It follows that $\lim_{X\to X_0} f(X) = f(X_0)$</p>
"
"2397959","2397974","<p><strong>Hint:</strong>
Rewrite as
$$-\frac1{2(1+i)z^2}\cdot\frac{8+z}{1-\cfrac z{2(1+i)}}=-\frac{1-i}{4z^2}\cdot\frac{8+z}{1-\cfrac{(1-i)z}{4}}.$$</p>
"
"2397962","2397967","<p>If $y \ne 0$, then we get from $2y^3=xy$ that $x=2y^2$. From $x^2=3y^2$ we then derive </p>

<p>$4y^4=3y^2$.</p>

<p>Therefore $4y^2=3$.</p>

<p>Can you proceed ?</p>
"
"2397963","2397970","<p>I suspect the denominateur is $\tan 2t$. If I'm right, just use <em>equivalents</em>: near $0$, we have
$$\sin u\sim_0 u,\quad \tan u\sim_0 u,,$$
so that
$$\frac{\sin3x}{\tan2x}\sim_0\frac{3x}{2x}=\frac32.$$</p>
"
"2397964","2398150","<p>Dufford-Pettis theorem is a promising approach. We are sure it works on probability spaces and we will use tightness assumption to be reduced to that case. </p>

<p>For any integer $R$, the sequence $\left(u_n\mathbf 1_{B_R}\right)_{n\geqslant 1}$ is bounded in $\mathbb L^q$ hence if we consider the probability space $\left(B_R,\mathcal B\left(B_R\right),\lambda/\lambda\left(B_R\right)\right)$, we can extract a subsequence which converges weakly in $\mathbb L^1$ to some $u_R$, that is, such that for any measurable bounded $v$, 
$$\tag{*}    \lim_{j\to +\infty}      \int_{\mathbb R^N}u_{n_j} (x)v(x)\mathbf 1_{B_R}(x)\mathrm dx =\int_{\mathbb R^N}u_R (x)v(x)\mathbf 1_{B_R}(x)\mathrm dx.      $$<br>
By the diagonal process, the subsequence can be chosen independently of $R$, hence (*) holds for a fixed sequence $\left(n_j\right)_{j\geqslant 1}$. 
Also, observe that $u_R=u_{R'}$ on $B_R$ if $R \lt R'$ hence we can safely remove the dependence in $R$ write $u_R=u$. For the moment, we got the following: there exists an increasing sequence of integers $\left(n_j\right)_{j\geqslant 1}$ and a function $u$ such that for any integer $R$ and any $v\in\mathbb L^\infty$, 
 $$     \lim_{j\to +\infty}      \int_{\mathbb R^N}u_{n_j} (x)v(x)\mathbf 1_{B_R}(x)\mathrm dx =\int_{\mathbb R^N}u (x)v(x)\mathbf 1_{B_R}(x)\mathrm dx.      $$<br>
Now, we use the tightness assumption: for any positive $\varepsilon$, there exists $R$ such that for all $j$,
$$\left\lvert \int_{\mathbb R^N}u_{n_j} (x)v(x)\left(1- \mathbf 1_{B_R}(x)\right) \mathrm dx\right\rvert\leqslant \varepsilon\left\lVert v\right\rVert_{\mathbb L^\infty}              $$ 
and the same holds with $u_{n_j}$ replaced by $u$. This proves that $u_{n_j}\to u$ weakly in $\mathbb L^1$.       </p>
"
"2397985","2398354","<p>If $D$ is any divisor with $|D|=r&gt;0$ and $P\in X$ is any point, then $|D-P|\geq r-1$. So, in your situation, we get $|D-P-Q|\geq 0$, which means it is non-empty. Thus, there exists an effective divisor $D'\in |D-P-Q|$, that is to say, $D\sim D'+P+Q$, which is what you want.</p>
"
"2397986","2398080","<p>Let $A$, $B$, $P$ be the endpoints of your line segment and your given point respectively.</p>

<p>Noting from don-joe's answer that you need the angles $\angle PAB$ and $\angle PBA$ to both be less than $90^{\circ}$, the angles don't need to be computed explicitly as the sign of the dot product gives the answer: the dot product $u \cdot v = |u| |v| \cos \theta$ where $\theta$ is the angle between the vectors.</p>

<p>So the perpendicular can be constructed if
$$(P-A) \cdot (B-A) \ge 0 \land (P-B) \cdot (A-B) \ge 0$$</p>
"
"2397994","2398004","<p>A linear operator $P$ on a space $V$ is a projector if it satisfies $P^2=P$. When that is the case, the image of$~P$ (acting from the left on vectors) is a subspace $A\subseteq V$ with (by definition) $P\cdot v\in A$ for all $v\in V$, and moreover $P|_A=\mathrm{id}_A$. Dually there is an image subspace $B\subseteq V^*$ for $P$ acting on the right on the dual space $V^*$, with (again by definition) $\phi\cdot P\in B$ for all linear forms $\phi\in V^*$, and $P$ acts on the right as the identity on$~B$. It is not hard to see that $B$ is the set of linear forms vanishing on $\ker P\subseteq V$.</p>

<p>In other words, <em>all</em> projectors are of the kind you describe, for appropriate $A$ and $B$.</p>
"
"2397999","2398008","<p>You can't really simplify it much, but you can use the fact that the derivative of a difference is the difference of derivatives. For example: $$\dfrac{\partial\left(\frac{\partial Q}{\partial x}-\frac{\partial P}{\partial y}\right)}{\partial x}=\dfrac{\partial}{\partial x}\dfrac{\partial Q}{\partial x}-\dfrac{\partial}{\partial x}\dfrac{\partial P}{\partial y}=\dfrac{\partial^2 Q}{\partial x^2}-\dfrac{\partial^2 P}{\partial x\partial y}$$</p>
"
"2398015","2398315","<p>Assume that there is a set $O \in \mathcal{T}_1$ such that $O \cap (0,1]=[\frac{1}{2},1]$</p>

<p>Thus $\frac{1}{2} \in O$ and $O$ is open thus exists $\epsilon&gt;0$ such that $(\frac{1}{2} -\epsilon,\frac{1}{2}+\epsilon) \subseteq O$ and </p>

<p>Note that $(\frac{1}{2}-\epsilon,\frac{1}{2}+\epsilon) \cap (0,1] \subseteq O \cap (0,1].$</p>

<blockquote>
  <p>From this we see that we cannot have $\epsilon&gt;1/2$ because if $\epsilon&gt; \frac{1}{2}$ then $\frac{1}{2}- \epsilon=c&lt;0$</p>
  
  <p>Thus $(c,\frac{1}{2}+\epsilon) \cap(0,1]=(0,1] \subseteq [\frac{1}{2},1]$  which is a contradiction.</p>
</blockquote>

<p>So we have that $\epsilon&lt; \frac{1}{2}$ and $$(\frac{1}{2}- \epsilon,\frac{1}{2}+ \epsilon)=(\frac{1}{2}-\epsilon,\frac{1}{2}+\epsilon) \cap (0,1] \subseteq O \cap (0,1]=[\frac{1}{2},1]$$</p>

<p>Therefore $$\frac{1}{2}- \frac{\epsilon}{2} \in [\frac{1}{2},1]$$ which is a contradiction</p>
"
"2398017","2398081","<p>We have</p>

<p>$$\sum_{k = 1}^n \cos \sqrt{k} = \frac{\cos 1 + \cos \sqrt{n}}{2} + \int_1^n \cos \sqrt{t}\,dt - \int_1^n \bigl(\lbrace t\rbrace - \tfrac{1}{2}\bigr)\frac{\sin \sqrt{t}}{2\sqrt{t}}\,dt.$$</p>

<p>The first term is bounded, and the second integral is $O(\sqrt{n})$ as one sees from the boundedness of $\sin \sqrt{t}$ and $\lbrace t\rbrace - \frac{1}{2}$. It thus remains to estimate</p>

<p>\begin{align}
\int_1^n \cos \sqrt{t}\,dt &amp;= 2\int_1^{\sqrt{n}} u\cos u\,du \\
&amp;= 2u\sin u \biggr\rvert_1^{\sqrt{n}} - 2\int_1^{\sqrt{n}} \sin u\,du \\
&amp;= 2\sqrt{n}\sin \sqrt{n} - 2\sin 1 + 2\cos \sqrt{n} - 2,
\end{align}</p>

<p>which clearly is in $O(\sqrt{n})$.</p>

<p>Generally, for $0 &lt; \alpha &lt; 1$, we obtain</p>

<p>$$\sum_{k = 1}^n \cos k^{\alpha} = \frac{\cos 1 + \cos n^{\alpha}}{2} + \int_1^n \cos t^{\alpha}\,dt - \alpha\int_1^n p_1(t)t^{\alpha-1}\sin t^{\alpha}\,dt,\tag{$\ast$}$$</p>

<p>where $p_1(t) = \lbrace t\rbrace - \frac{1}{2}$. We can estimate the first integral substituting $u = t^{\alpha}$ and integrating by parts:</p>

<p>\begin{align}
\int_1^n \cos t^{\alpha}\,dt &amp;= \frac{1}{\alpha} \int_1^{n^{\alpha}} u^{\frac{1}{\alpha}-1}\cos u\,du \\
&amp;= \frac{u^{1/\alpha-1}\sin u}{\alpha}\biggr\rvert_1^{n^{\alpha}} - \frac{1}{\alpha}\biggl(\frac{1}{\alpha}-1\biggr)\int_1^{n^{\alpha}} u^{\frac{1}{\alpha}-2}\sin u\,du.
\end{align}</p>

<p>The first term is $\frac{1}{\alpha}\bigl(n^{1-\alpha}\sin n^{\alpha} - \sin 1\bigr)$, and using $\lvert \sin u\rvert \leqslant 1$ we see that the remaining integral also belongs to $O(n^{1-\alpha})$.</p>

<p>For the integral</p>

<p>$$\alpha\int_1^n p_1(t)t^{\alpha-1}\sin t^{\alpha}\,dt,$$</p>

<p>we immediately obtain an $O(n^{\alpha})$ bound using the boundedness of $p_1$ and $\sin$. For $\alpha \leqslant \frac{1}{2}$, this is smaller than the bound on the other integral. For $\alpha &gt; \frac{1}{2}$, we still have an $O(n^{\alpha})$ bound for the sum, which suffices to conclude that</p>

<p>$$\sum_{n = 1}^{\infty} \frac{\cos k^{\alpha}}{k}$$</p>

<p>converges. But we can lower the bound using integration by parts:</p>

<p>$$\int_1^n p_1(t) t^{\alpha-1} \sin t^{\alpha} = p_2(t)t^{\alpha-1}\sin t^{\alpha}\biggr\rvert_1^n - (\alpha-1)\int_1^n p_2(t)t^{\alpha-2}\sin t^{\alpha}\,dt - \alpha \int_1^n p_2(t)t^{2(\alpha-1)}\cos t^{\alpha}\,dt$$</p>

<p>where the first two terms on the right are bounded, and the last integral is elementarily bounded by $C\cdot n^{2\alpha - 1}$. Continuing integration by parts, we find that the last integral in $(\ast)$ belongs to $O(n^{1 - m(1-\alpha)})$ for every $0 &lt; m \leqslant \frac{1}{1-\alpha}$, and then eventually we obtain</p>

<p>$$\int_1^n p_1(t)t^{\alpha-1}\sin t^{\alpha}\,dt \in O(1),$$</p>

<p>so the sum belongs to $O(n^{1-\alpha})$ for every $\alpha \in (0,1)$ [this is also true for $\alpha = 0$ and $\alpha = 1$].</p>

<p>Noting that $\cos k^{\alpha} \geqslant \frac{1}{2}$ for</p>

<p>$$\bigl(2m - \tfrac{1}{3}\bigr)\pi \leqslant k^{\alpha} \leqslant \bigl(2m + \tfrac{1}{3}\bigr)\pi,$$</p>

<p>we see that the bound above is sharp. For $n \approx \bigl((2m+\frac{1}{3})\pi\bigr)^{1/\alpha}$, we have $\Theta(n^{1-\alpha})$ successive terms that are $\geqslant \frac{1}{2}$, whence the partial sum must have had at least order $\ell^{1-\alpha}$ for some $\ell \leqslant n$.</p>
"
"2398033","2398035","<p>This is true if and only if $\bar\Omega \setminus \Omega$ has measure zero. One extreme case is the following: $\Omega$ is a countable, dense subset. Then, $$\{0\} = L^2(\Omega) \ne L^2(\bar\Omega) = L^2(\mathbb R^n).$$</p>
"
"2398037","2398043","<p>Note that $$\int_{-\pi}^{\pi} \sin(nx)\sin(mx) dx = \begin{cases} 0 \quad \text{ if } n\neq m\\ \pi \quad \text{ if } n=m\end{cases}$$
Hence $$\int_{-\pi}^\pi\bigg(\sum_{n=1}^\infty\frac{\sin(nx)}{2^n}\bigg)^2dx = \pi \sum_{n=1}^{\infty} \frac{1}{2^{2n}} = \frac{\pi}{3}$$</p>

<hr>

<p>Alternatively, we can use the Parseval's theorem on the $C^\infty$ function $f(x) = \sum_{n=1}^{\infty} \frac{\sin(nx)}{2^n}$.</p>

<blockquote>
  <p>If the Fourier series of $g(x)$ is $$g(x) \sim \frac{a_0}{2} + \sum_{n=1}^{\infty} [a_n \cos(nx) + b_n \sin(nx)]$$
  Then $$\frac{1}{\pi}\int_{-\pi}^{\pi} g^2(x) dx = \frac{a_0^2}{2}+\sum_{n=1}^{\infty} (a_n^2+b_n^2)$$</p>
</blockquote>

<p>Here $a_n=0$ and $b_n=\frac{1}{2^n}$.</p>
"
"2398042","2398049","<p>If $a=30°,b=60°$</p>

<p>LHS=$\frac{5}{4}$</p>

<p>RHS=$\frac{13}{4}$</p>

<p>LHS$\ne $ RHS </p>

<p>Hence question is wrong</p>
"
"2398051","2398056","<p>By solving the equation: $$\binom{n}2=\frac12n(n-1)=10$$ in $\mathbb N$.</p>
"
"2398054","2398139","<p>Your logic is entirely right, but I believe you've miscounted the ways of having 3+2+2 flavours.</p>

<p>Since each pair of cones must share one flavour that the third doesn't have, and there are ways of choosing a pair of cones, three of your flavours must be assigned in this way - e.g. flavour $A$ to cones $1$ and $2$, $B$ to cones $1$ and $3$, and $C$ to cones $2$ and $3$ - leaving one flavour, $D$.</p>

<p>As you rightly note, this leftover flavour can then either be placed on no cones, 1 cone, or 2 cones, but not all 3. </p>

<ul>
<li>If we have 2+2+2, one flavour is left out, and permuting the other three is the same as permuting cones. There are thus $4!/3! = 4$ ways to assign flavours.</li>
<li>If we have 3+2+2, e.g. $ABD$, $AC$, and $BC$, then one flavour only appears once, and on the 3-scoop cone ($D$) and one flavour is not on that cone ($C$). Swapping the other two flavours ($A$ and $B$) is the same as swapping the 2-scoop cones, so $A$ and $B$ are indistinguishable. So there are $4!/2! = 12$ ways of doing this. <strong>This is where we differ</strong>.</li>
<li>If we have 3+3+2, e.g. $AB$, $ACD$, and $BCD$, then swapping $A$ and $B$ is equivalent to swapping the latter two cones, while $C$ and $D$ are clearly indistinguishable from each other. We have two pairs of indistinguishable flavours, so there are $4!/(2!*2!)=6$ ways of assigning flavours.</li>
</ul>

<p>For each case we can then permute the cones, and there are as you say $6$ ways of doing this. I thus get a total of $(4+12+6)*6 = 22*6 = 132$.</p>
"
"2398066","2398074","<p>$$\log _{(x-2)}\left(\frac{2x+3}{7-x}\right)&lt;1$$</p>

<p><strong>Hint</strong></p>

<p>$1)$ $x-2&gt;0$ and $x-2\ne 1$</p>

<p>$2)$ $\frac{2x+3}{7-x}&gt;0$</p>

<p>$2)$ If $x-2&gt;1$ then</p>

<p>$$\frac{2x+3}{7-x}&lt;x-2$$</p>

<p>$3)$ If $0&lt;x-2&lt;1$ then</p>

<p>$$\frac{2x+3}{7-x}&gt;x-2$$</p>

<p>Now you can solve it.</p>
"
"2398069","2398140","<p>You have
$$(p',q') = (p,q+1)$$
where 
$$p-q &gt;0,\;\;\text{and either}\;\;n &gt; p\;\;\text{or}\;\;q \ge n$$
To apply the inductive hypothesis, you need to have
\begin{align*}
&amp;{\small{\bullet}}\;\;p'-q' \ge 0\\[4pt]
&amp;{\small{\bullet}}\;\;p'-q' &lt; p-q\\[4pt]
&amp;{\small{\bullet}}\;\;\text{either}\;\;n &gt; p'\;\;\text{or}\;\;q' \ge n\\[4pt]
\end{align*}
Check the conditions one at a time . . .
\begin{align*}
&amp;p-q &gt; 0 \implies p-(q+1) \ge 0 \implies p'-q' \ge 0\\[4pt]
&amp;p'-q'=p-(q+1) &lt; p-q\\[4pt]
\end{align*}
To show $n &gt; p'\;\;\text{or}\;\;q' \ge n$, consider two cases . . .
<p>
$\qquad$Case $(1)\,\!\!:\;n &gt; p$.$\;\,$Then $n &gt; p \implies n &gt; p'$.
<p>
$\qquad$Case $(2)\,\!\!:\;q \ge n$.$\;\,$Then $q \ge n \implies q+1 &gt; n \implies q' &gt; n \implies q' \ge n$.
<p>
Thus, in each of the two cases, the requirements on $(p',q')$ are met.
<p>
Therefore the inductive hypothesis can be applied.</p>
"
"2398085","2398090","<p>The second equality is wrong. You're replacing an $(X_1,X_2,\dots,X_{n-1})$-measurable random variable on the left with its conditional expectation with respect to $(X_1,X_2,\dots,X_{n-2})$. </p>

<p>There's no reason for that not to change the random variable. </p>
"
"2398086","2398308","<p>As you say, $\alpha$ pulls back to $x$ and also pulls back to $\beta$ in each fiber.  Explicitly, $P(g)^*(\alpha)=x$ and $h^*(\alpha)=\beta$ if $h$ is the composition of the inclusion of a fiber $j:\mathbb{R}P^{n-1}\to P(E)$ and $P(g):P(E)\to \mathbb{R}P^\infty$.  Since $h=P(g)j$, $$\beta=h^*(\alpha)=j^*(P(g)^*(\alpha))=j^*(x),$$ which is exactly what you want.</p>
"
"2398095","2398101","<p>There are many lecture notes and other material on the web about Fuchsian groups. Just to give an example of another book:</p>

<p>$\bullet \;$ Topics on Riemann Surfaces and Fuchsian Groups, by Emilio Bujalance García,A. F. Costa,E. Martínez.</p>

<p>Further references are also given at <a href=""https://mathoverflow.net/questions/260193/why-are-fuchsian-groups-interesting"">Mathoverflow</a>. If you search a bit yourself, you will find much material.
You already may have seen the <a href=""http://www.maths.manchester.ac.uk/~cwalkden/hyperbolic-geometry/limit_sets.pdf"" rel=""nofollow noreferrer"">Reading material list for Fuchsian groups</a>. </p>

<p>The more interesting question is: what is really <em>relevant</em> for your seminar talk.</p>
"
"2398098","2398111","<p>The red parts <em>are</em> included in $D'$ as the angles of $\pm\tfrac{\pi}{3}$ do not correspond to the (straight) lines you drew, but to the points of intersection between the circles $x^2+y^2=1$ and $x^2+y^2=2x$.</p>

<blockquote>
  <p>But then again, <strong>how do we find the $\theta$?</strong></p>
</blockquote>

<p>To find this angle, look for the points of intersection:
$$\left\{\begin{array}{l}x^2+y^2=1\\x^2+y^2=2x\end{array}\right. \implies 2x=1$$
Now $x=r\cos\theta$ in polar coordinates and on the unit circle, $r=1$; so:
$$\cos \theta = \frac{1}{2} \implies \theta = \pm\frac{\pi}{3}$$</p>
"
"2398102","2398115","<p>Notice that you can cancel the common factor $2$ first.</p>

<p>Since $x=0$ is a double root, you need to take:
$$\frac{1}{x^2 (x+1)} = \frac{a}{x^2} + \frac{b}{x} + \frac{c}{x+1}$$
Can you take it from there?</p>

<hr>

<p>Sometimes, you can avoid having to solve a system (in your case of three linear equations in three unknowns) to find the coefficients/numerators with a few handy manipulations.</p>

<p>$$\begin{align}
\frac{1}{x^2 (x+1)} 
&amp; = \frac{1\color{blue}{+x-x}}{x^2 (x+1)} \\[5pt]
&amp;  = \frac{1+x}{x^2 (x+1)} - \frac{x}{x^2 (x+1)} \\[5pt]
&amp;  = \frac{1}{x^2} - \frac{1}{x (x+1)}\\[5pt]
&amp;  = \frac{1}{x^2} - \frac{1\color{blue}{+x-x}}{x (x+1)}\\[5pt]
&amp;  = \frac{1}{x^2} - \frac{1+x}{x (x+1)}+\frac{x}{x (x+1)}\\[5pt]
&amp;  = \frac{1}{x^2} - \frac{1}{x}+\frac{1}{x+1}
\end{align}$$</p>
"
