id,acceptedanswerid,title,body
"2397240","2397257","Finding the ways to arrange 6 out of 10 people. 2 of them must be together","<p>I have a group of 10 people and I need to select 6 of them to pose for a photograph. Two of the 10 people are named Ken and Karen. How many ways can I arrange 6 people out of the group of 10 for the photograph if </p>

<p>a) Ken and Karen must be in the photograph?</p>

<p>b) Ken and Karen must be in the photograph and they must appear next to each other in the photograph</p>

<p>For part a), Since only 6 out of 10 can be selected to pose for a photograph, It will be 10C6. Within that 6 people, there must be Ken and Karen. 6C2
Hence, I multiplied them together  10C6 * 6C2  = 3150. </p>

<p>The correct answer is 50400. Why is that so? Can someone correct my logic, please. Since I got part a) wrong, I couldn't start on part b) </p>
"
"2397249","2397477","The Coordinate Ring: Its Etymology","<p>Well, to quote from Wolfram MathWorld directly,</p>

<blockquote>
  <p>Given an affine variety $V$ in the $n$-dimensional affine space $K^n$, where $K$ is an algebraically closed field, the coordinate ring of $V$ is the quotient ring $K[V] = K[x_1 , \dots , x_n] / I(V)$.</p>
</blockquote>

<p>My question is simply this, why is it called the ""coordinate ring""? In what sense does this ring give or can be said to define <em>coordinates</em> on the affine variety?</p>
"
"2397252","2397286","Misleading wikipedia entry on Banach algebras","<p>On the <a href=""https://en.wikipedia.org/wiki/Banach_algebra"" rel=""nofollow noreferrer"">wikipedia page for banach algebras</a>, under examples it states:</p>

<blockquote>
  <p>The quaternions form a 4-dimensional real Banach algebra, with the norm being given by the absolute value of quaternions.</p>
</blockquote>

<p>and under counterexamples it states</p>

<blockquote>
  <p>The algebra of the quaternions $\mathbb {H}$ is not a complex Banach algebra (for any norm on $\mathbb {H}$)</p>
</blockquote>

<p>These statements seem contradictory to me.  Is that the case?</p>
"
"2397255","2397272","Green's Theorem: $\oint_C M \ dx + N \ dy = \iint_D \dfrac{\partial N}{\partial x} - \dfrac{\partial M}{\partial y} \ dA$","<p>I'm confused as to what the expression $\iint_D \dfrac{\partial N}{\partial x} - \dfrac{\partial M}{\partial y} \ dA$ in Green's theorem is supposed to be. Is this supposed to be the surface integral? In which case, $\iint_D \dfrac{\partial{N}}{\partial{x}} - \dfrac{\partial M}{\partial y} \ dA = \iint_S \mathbf{F} \cdot \hat{n} \ dS$ ? I was under the impression that Green's theorem is the relationship between the surface integral of a surface and the line integral around the aforementioned surface: $$\oint_C M \ dx + N \ dy = \iint_D \dfrac{\partial N}{\partial x} - \dfrac{\partial M}{\partial{y}} \ dA$$</p>

<p>Is this correct? I'm confused as to whether I am misunderstanding Green's theorem, because I know the surface integral to be $\iint_S \mathbf{F} \cdot \hat{n} \ dS$, or whether these two expressions are equivalent representations of the surface integral.</p>

<p>I would greatly appreciate it if people could please take the time to clarify this.</p>
"
"2397263","2397357","Singular homology of the sphere","<p>By Mayer-Vietoris, to compute the singular homology of the $S^n$, essentially we want to look at the following exact sequence</p>

<p>$0 \to H_1(S^1) \xrightarrow{\partial^{\ast}} H_0(S^0) \xrightarrow{k_{\ast}} H_0(B^1) \oplus H_0(B^1) \xrightarrow{j_{\ast}} \ldots$</p>

<p>where $k_{\ast}([a]) \to [(a,-a)]$, how to compute the kernel of $k_{\ast}$?</p>

<p>My reasoning is as follows, the above exact sequence is induced by </p>

<p>$0 \to S_1(S^1) \xrightarrow{\partial^{\ast}} S_0(S^0) \xrightarrow{k_{\ast}} S_0(B^1) \oplus S_0(B^1) \xrightarrow{j_{\ast}} \ldots$,  and $[(a,-a)] = 0$ iff $(a,-a) \in im k_{\ast}$, which is true for every element, then $kerk_{\ast} = H_{0}(S^0) = \mathbb Z \times \mathbb Z$, so $H_1(S^1) = \mathbb Z \times \mathbb Z$, what is wrong with this argument? Since the same argument applies to $H_1(S^n)$ which is not equal to $\mathbb Z \times \mathbb Z$ for sure. </p>
"
"2397271","2397323","Simple problem with transposition (Sellmeier equation)","<p>I'm trying to write some code to find the refractive index in glass given a wavelength. Glass manufacturers use a equation called Sellmeier which given some fitted co-efficients for each type of glass will give you the refractive index.</p>

<p>Sellmeier:
$$
n^2(\lambda) - 1 = \frac{B_1 \cdot \lambda^2}{(\lambda^2 - C_1)} + \frac{B_2 \cdot \lambda^2}{(\lambda^2 - C_2)} + \frac{B_3 \cdot \lambda^2}{(\lambda^2 - C_3)}
$$</p>

<p>I wish to find the refractive index at wavelength 587.6nm of a glass called N-BK7 which has the Sellmeier coefficients of: </p>

<ul>
<li>B1 = 1.03961212</li>
<li>B2 = 0.231792344</li>
<li>B3 = 1.01046945</li>
<li>C1 = 0.00600069867</li>
<li>C2 = 0.0200179144</li>
<li>C3 = 103.560653</li>
</ul>

<p>Now here is where I must be going wrong (not much of a heavy math user). I must be getting the transposition wrong somehow because my solution comes to the wrong expected value.
$$
n(587.6) = \sqrt{1 + \frac{1.03961212 \cdot 587.6^2}{(587.6^2 - 0.00600069867)} + \frac{0.231792344 \cdot 587.6^2}{(587.6^2 - 0.0200179144)} + \frac{1.01046945 \cdot 587.6^2}{(587.6^2 - 103.560653)}}
$$
Gives: 1.81168 Expected: 1.51680</p>

<p>[in wolfram](<a href=""https://www.wolframalpha.com/input/?i=sqrt(1+%2B+(1.03961212"" rel=""nofollow noreferrer"">https://www.wolframalpha.com/input/?i=sqrt(1+%2B+(1.03961212</a>*587.6%5E2)+%2F+(587.6%5E2+-+0.00600069867)+%2B+(0.231792344*587.6%5E2)+%2F+(587.6%5E2+-+0.0200179144)+%2B+(1.01046945+*+587.6%5E2)+%2F+(587.6%5E2+-+103.560653))</p>

<p>What am I doing wrong?</p>
"
"2397276","2397293","Question based on series (AP and GP)","<p>Sum of the series $1^2-2^2+3^2-4^2+......2001^2-2002^2+2003^2$</p>

<p>How to solve this series?</p>

<p>$(1^2+3^2+5^2+ \cdots +2003^2)-(2^2+4^2+6^2+ \cdots +2002^2)$</p>

<p>Now what to do next?</p>
"
"2397277","2397301","Proving that the pdf of reciprocal of random variable has zero density at the origin.","<blockquote>
  <p>Given a real-valued, continuous random variable $Y$ with an infinitely differentiable pdf $f_{Y}(y)$, define the reciprocal random variable
  $$
Z=\frac{1}{Y}.
$$</p>
  
  <p>Using the univariate transformation formula it can be shown that the pdf of $Z, f_{Z}$, is
  $$
f_{Z}(z) = \frac{f_{Y}(z^{-1})}{z^{2}}.
$$</p>
  
  <p><strong><em>Under the above stated conditions, is $f_{Z}(0)=0$ generally true?</em></strong></p>
</blockquote>

<hr>

<p><strong>My Approatch</strong></p>

<p>Intuitively, the only value $f_{Z}(0)$ could seemingly take on is $0$. So I attempted an initial start at a ""proof"" below...</p>

<p>$$
f_{Z}(0)
  = \lim_{z\to 0} f_{Z}(z)
  = \lim_{z\to 0} \frac{f_{Y}(z^{-1})}{z^{2}}
$$</p>

<p>Let $t=1/z$, then</p>

<p>$$
f_{Z}(0) = \lim_{t\to\pm\infty}t^{2} f_{Y}(t)
$$</p>

<p>Since $f_{Y}$ is a pdf, it must be a positive function with a finite integral meaning that $\lim_{t\to\pm\infty} f_{Y}(t)=0$. It can then be observed that,
$$
\lim_{t\to\pm\infty}t^{2} f_{Y}(t)=\infty\times 0,
$$
which is an indeterminate form. Therefore we rewrite the limit and apply L'Hospital's rule
$$
f_{Z}(0)
=\lim_{t\to\pm\infty}\frac{t^{2}}{f_{Y}^{-1}(t)}
=\lim_{t\to\pm\infty}-\frac{2t}{\frac{f_{Y}'(t)}{f_Y^2(t)}}
=\lim_{t\to\pm\infty}-\frac{2t f_Y^2(t)}{f_{Y}'(t)}
$$</p>

<p>Not sure where to go from here...</p>
"
"2397294","2397304","Why is $\sqrt{ab} = \sqrt{a} \sqrt{b} $ where a and b are positive real numbers?","<p>That's the question.</p>

<p>I try to explain this to myself I can't find any good resources.</p>

<p>Note: I have researched for about 15 mins and yet haven't found the answer.
I do apologize for any inconveniences.</p>
"
"2397303","2397508","Transitivity of Intuitionistic Propositional Logic","<p>I've started working through Robert Harper's lectures on Homotopy Type Theory (<a href=""http://www.cs.cmu.edu/~rwh/courses/hott/"" rel=""nofollow noreferrer"">here</a>) and I have trouble understanding the solution given for one of the homework problems.</p>

<p>The task is to prove transitivity of IPL, i.e. that</p>

<p>$$\dfrac{\Gamma,\,\Gamma'\vDash\,P\,true \qquad \Gamma,\,P\,true,\,\Gamma'\,\vDash\, Q\,true}{\Gamma,\,\Gamma'\,\vDash\,Q\,true}$$</p>

<p>This is Task 4 of the <a href=""http://www.cs.cmu.edu/~rwh/courses/hott/hw1/hw1-solution.pdf"" rel=""nofollow noreferrer"">homework</a> (file includes solutions), in the example solution a proof by case is performed. I thought the solution was simple and I still don't understand why the following implication introduction would be wrong (sorry for the poor typesetting):</p>

<p>$$\dfrac{\Gamma,\,\Gamma'\vDash\,P\,true \qquad \dfrac{\Gamma,\,P\,true,\,\Gamma'\,\vDash\, Q\,true}{\Gamma,\,\Gamma'\,\vDash\, P\,true\supset\,Q\,true}}{\Gamma,\,\Gamma'\,\vDash\,Q\,true}$$</p>

<p>This seems intuitive to me in the same sense that one can go from</p>

<p>$a \, \wedge \, b \, \wedge \, c \leq d$</p>

<p>to</p>

<p>$a \, \wedge \, b \leq c \supset d$</p>

<p>I realize that this seems too simple and it doesn't use some of the properties mentioned in the assignment, but I don't see why it's wrong.</p>

<p>Another problem I have is that the provided solution makes a lot of use of inductive hypotheses, and I've done proofs by induction before (e.g. for natural number stuff) but I don't understand how to transfer those mechanisms to this context - I get the impression that Robert Harper means a different thing with induction than I'm used to. Is there a recursive kind of induction going on here, or is this really just a proof by case enumeration? And what is the role of the inductive hypothesis, how is it determined and used?</p>

<p>If someone could help me understand that would be greatly appreciated.</p>
"
"2397305","2397317","Question based on infinite geometric progression","<p>In an infinite geometric progression each term is equal to twice the sum of all the terms that follow it.</p>

<p>If the sum of first two terms is 12 what is the sum of entire progression? </p>

<p>I.e., given that $a+ar=12,$ how to approach the question further?</p>
"
"2397314","2397318","Trigonometry limit's proof: $\lim_{x\to0}\frac{\sin(x)+\sin(2x)+\cdots+\sin(kx)}{x}=\frac{k(k+1)}{2}$","<p>How to prove that $$\lim_{x\to0}\frac{\sin(x)+\sin(2x)+\cdots+\sin(kx)}{x}=\frac{k(k+1)}{2}$$
I tried to split up the fraction and multiple-divide every new fraction with its $x$ factor but didn't work out.
ex: $$\lim_{x\to 0}\frac{\sin(2x)}{x} = \lim_{x\to 0}\frac{\sin(2x)\cdot 2}{2\cdot x}=2$$</p>
"
"2397315","2397329","In which of the cases is the field $F$ the splitting field of some polynomial $f \in \mathbb{Q}[x]$ over $\mathbb{Q}$?","<blockquote>
  <p>I need to determine in which of the cases (a)-(b) the field $F$ is a splitting field of some polynomial $f \in \mathbb{Q}[x]$ over $\mathbb{Q}$?</p>
  
  <p>$$(a)\qquad F = \mathbb{Q}(\sqrt{2}+\sqrt{3}) \\ (b) \qquad \qquad \qquad \quad F = \mathbb{C}$$</p>
</blockquote>

<p>I said that the field in $(a)$ is a splitting field, and exhibited the polynomial $f = x^{4}-5x^{2}+6 \in \mathbb{Q}[x]$ to make my point. </p>

<p>For part (b), however, of course, every polynomial $\mathbb{Q}[x]$ splits over $\mathbb{C}$, but I said it was not a splitting field because any polynomial $f \in \mathbb{Q}[x]\setminus \{0\}$ splits completely in the set of algebraic numbers $\mathbb{A}$, which is a proper subset of $\mathbb{C}$ (since, for example, $\pi \in \mathbb{C}$, but $\pi \notin \mathbb{A})$, and by definition, a splitting field is the ""smallest"" (in terms of inclusion) field over which a polynomial splits, is it not?</p>

<p>However, I am not sure if I answered this question correctly, and was wondering if someone out there might not mind serving as an extra set of eyes to let me know whether I did so, and if not, how I can fix this so that it is answered correctly.</p>

<p>Thank you for your time and patience! :) </p>
"
"2397337","2397345","Construct a bijection $Hom_{\mathbb C}(\mathbb C[x,y]/(xy-1),\mathbb C) \to \mathbb C - \{0\}$","<p>The question is :</p>

<blockquote>
  <p>Construct a bijection $\text{Hom}_{\mathbb C}(\mathbb C[x,y]/(xy-1),\mathbb C) \to  \mathbb C - \{0\}$.  </p>
  
  <p>Here $\text{Hom}_{\mathbb C}(\mathbb C[x,y]/(xy-1),\mathbb C)$ is the set of all homomorphisms $$\phi :\mathbb C[x,y]/(xy-1) \to \mathbb C\;\; \text{s.t.}\;\; \phi|_{\mathbb C}=id|_{\mathbb C}.$$</p>
</blockquote>

<p>Please someone give some hints how can I do this?</p>

<p>Thank you.</p>
"
"2397355","2397399","For any real sequence converging to $0$ , is there a $2\pi$ periodic continuous function whose Fourier coefficients are larger than the sequence?","<p>Let $\{a_n\}_{n\in \mathbb Z}$ be a sequence of positive real numbers such that $a_n \to 0$ as $|n| \to \infty$ . Does there exist a continuous $2\pi$ periodic function $f: \mathbb R \to \mathbb C$ such that $|\hat f(n)| \ge a_n , \forall n \in \mathbb Z$  ? Or at least , does there exist a continuous $2\pi$ periodic function $f: \mathbb R \to \mathbb C$ such that $|\hat f(n)| \ge a_n$ , for infinitely many $n \in \mathbb Z$ ? </p>

<p>Here $\hat f(n):=\dfrac 1 {2\pi} \int_0^{2\pi} f(x)e^{-inx} dx$</p>
"
"2397358","2397375","A different definition of partial ordering","<p>So far from what I've found on the internet, every definition of a non-strict partially ordered set uses these axioms:</p>

<p>$1.$ reflexivity</p>

<p>$2.$ antisymmetry</p>

<p>$3.$ transitivity</p>

<p>But in a textbook from my university, there is another definition which uses these axioms:</p>

<p>$1.$ asymmetry</p>

<p>$2.$ transitivity</p>

<p>The textbook also states that the strict order is a partial order that is trichotomous.</p>

<p>How do these two definitions correlate? Why are they not equal (since the first definition requires reflexivity and the second one forbids it by asymmetry)? What is the motivation behind the second definition?</p>

<p>edit: I apologize for inconvinience. The book doesn't really uses terms <em>non-strict</em> and <em>strict</em>, but rather <em>partial order</em> and <em>order</em>. It's not written in English and I thought there were only two widely used types of orders, namely a <em>strict order</em> and a <em>non-strict order</em>. So perhaps I only confused terminology.</p>
"
"2397359","2397653","question about the definition of the exterior square of a group","<p>On groupprops, one definition they give of the <a href=""https://groupprops.subwiki.org/wiki/Exterior_square_of_a_group"" rel=""nofollow noreferrer"">exterior square of a group</a> is as follows:</p>

<p>Let $G$ be a group, and let $F$ be the free group on the generating set $G\times G$. For any central extension $E$ of $G$, the commutator map $G\times G\rightarrow [E,E]$ given by sending $(g_1,g_2)\mapsto[\tilde{g_1},\tilde{g_2}]$, where $\tilde{g_1},\tilde{g_2}$ are lifts of $g_1,g_2$ to $E$, which is not well defined, but their commutator is, since the kernel of $E\rightarrow G$ is central. For every central extension $E$, this map induces a surjective homomorphism $\Omega_E : F\twoheadrightarrow [E,E]$. Then, they define the exterior square $G\wedge G$ of $G$ to be the quotient of $F$ by the intersection of all kernels of all maps $\Omega_E$.</p>

<p>My question is - For any central extension $E\rightarrow G$, isn't $[E,E]\cong [G,G]$, so really the maps $\Omega_E$ are all essentially the same map $F\twoheadrightarrow [G,G]$, so all the kernels are the same?</p>

<p>What am I missing?</p>

<p>EDIT: Okay, so given any commutator $[g_1,g_2]\in [G,G]$, this defines a unique commutator $[\tilde{g_1},\tilde{g_2}]\in [E,E]$. Does this map define an injective homomorphism $[G,G]\rightarrow [E,E]$?</p>
"
"2397368","2397370","How can I prove that $(x+1)^x \leq x^{x+1}$ for all $x > 2$?","<p>I was playing around with this inequality for natural numbers, and it appears that for $x=1$ and $x=2$, the inequality is false, but for all other numbers, it seems to be true. I verified this graphically, but I'm still not 100% sure that it's true, i.e. if there's some very large number for which the inequality is false. Any ideas how to prove (or disprove + possibly find the counterexample) this?</p>
"
"2397384","2397818","For $w \in F(u_{i},u_{2}, \cdots, u_{n})$ for each $u_{i}$ algebraic, prove degree of $w$ over $F$ is $\leq$ the product of the degrees","<p>Let $w \in F(u_{1},u_{2}, \cdots, u_{n})$ where all $u_{i}$ are algebraic over a field $F$. Let $d_{i}$ be the degree of $u_{i}$ over $F$. I need to prove that the degree of $w$ over $F$ is less than or equal to $d_{1}d_{2} \cdots d_{n}$.</p>

<p>To do this, first, I defined $K:=F(u_{1}, u_{2}, \cdots , u_{n})$ where all $u_{i}$ are algebraic over the field $F$.</p>

<p>Then, I obtained $K$ from the following chain of extensions:
$$ F \subseteq F(u_{1}) \subseteq F(u_{1}, u_{2}) \subseteq F(u_{1}, u_{2}, u_{3}) \subseteq \cdots F(u_{1},\cdots , u_{n-1}) \subseteq F(u_{1}, \cdots, u_{n}) = K$$</p>

<p>Furthermore, $F(u_{1},u_{2}) = F(u_{1})(u_{2})$, $F(u_{1}, u_{2}, u_{3}) = F(u_{1},u_{2})(u_{3})$, and so we can generalize $F(u_{1},\cdots , u_{i})$ to be the simple extension $F(u_{1},\cdots , u_{i-1})(u_{i})$.</p>

<p>Then, I have a lemma that says that if $L$ is a field such that $F  \subseteq K \subseteq L$, and $u \in L$ is algebraic over $F$, then $u$ is algebraic over $K$. </p>

<p>By this lemma, each $u_{i}$ is algebraic over $F$, and hence is algebraic over $F(u_{1},\cdots, u_{i-1})$</p>

<p>And, since every simple extension by an algebraic element is finite dimensional, we have that $[F(u_{1}, \cdots, u_{i}) : F(u_{1}, \cdots , u_{i-1})]$ is finite for each $i = 2, \cdots , n$. </p>

<p>So, we have that $[K:F]=[K:F(u_{1}, \cdots , u_{n-1})] \cdots [F(u_{1},u_{2}, u_{3}): F(u_{1},u_{2})] [F(u_{1},u_{2}):F(u_{1})][F(u_{1}):F]$, and since for each $i = 2,\cdots , n$, $[F(u_{1},u_{2},\cdots , u_{i}): F(u_{1}, u_{2}, \cdots , u_{i-1})] \Large \vert \normalsize [F(u_{1}, u_{2}, \cdots , u_{i}):F] = d_{i}$. Therefore, $[K:F] \leq d_{n} \cdots d_{3} d_{2} d_{1}$</p>

<p>Does what I've said hold water? If not, could somebody please tell me what I need to fix/include/get rid of?</p>

<p>Thank you so much for your time and patience! :)</p>
"
"2397391","2397407","Find a function that makes two regions of a rectangle have a certain proportion","<p>The problem states the following: A curve $y-f(x)=0$ passes through the origin, and $R_{x}$ is the rectangle formed by the coordinate axis and the parallel lines that pass through the point $(x,f(x))$ of the curve. If the curve divides the rectangle in two regions and the area of one of them is 10 times the area of the other one,  find $f(x)$. </p>

<p>Excuse my awful figure but graphically I think of it this way: <a href=""https://i.stack.imgur.com/uzKMZ.png"" rel=""nofollow noreferrer"">figure</a>. The blue part is $\int_0^a f(x)dx$ and the purple part is 10 times the blue part, meaning $10 \int_0^a f(x)dx$. Since the total area is $ab$, the blue part + the purple part $= 11\int_0^a f(x)dx= ab$. I don't know how to proceed from here so any kind of help or hint would be appreciated.</p>
"
"2397442","2397478","Inequality between Frobenius and nuclear norm","<p>Let $M$ be a square matrix, $\|\cdot\|_*$ be the nuclear (trace) norm, and $\|\cdot\|_F$ be the Frobenius norm. The following inequality holds between the norms:</p>

<p>$$\|M\|^2_* \leq \text{rank}(M) \|M\|^2_F.$$</p>

<p>This is pretty easy to show by using the definitions of the norms in terms of the singular values $\sigma_i$, since $\|M\|_* = \sum_i \sigma_i$ and $\|M\|_F = \sqrt{\sum_i \sigma_i^2}$ and the result follows by Cauchy-Schwarz. </p>

<p>However, out of curiosity I have been trying to prove this using the definitions of the norms as $\|M\|_* = \text{trace} (\sqrt{M^* M})$ and $\|M\|_F = \sqrt{\text{trace}(M^* M)}$. Can the above inequality be shown using these definitions and without invoking the singular values explicitly?</p>
"
"2397448","2398006","Examples Of Planar Isometries of 3D surfaces","<p>Are there any interesting examples of planar isometries? I mean apart from some standard ones like: the Swiss-Roll and the S-curve which are isometric to a rectangular strip. Another one I guess would be a sector of a planar circle which is isometric to a cone in 3D. I am looking for any other interesting examples and the corresponding parametric formulas for such cases.</p>
"
"2397458","2397475","Asymptotics of $\newcommand{agm}{\operatorname{agm}}\agm(1,x)$ when $x\to\infty$","<p>I am interested in the asymptotics of $\agm(1,x)$ as $x\to\infty$, where $\agm$ is the <a href=""https://en.wikipedia.org/wiki/Arithmetic%E2%80%93geometric_mean"" rel=""nofollow noreferrer"">arithmetic geometric mean</a>. I know that</p>

<p>$$\sqrt x\le\agm(1,x)\le\frac{1+x}2$$</p>

<p>Thus, $\agm(1,x)\in\mathcal O(x)$. I then noticed that</p>

<p>$$\agm(1,x)=\agm\left(\sqrt x,\frac{1+x}2\right)=\sqrt x\agm\left(1,\frac{\sqrt x+\frac1{\sqrt x}}2\right)$$</p>

<p>For large $x$, I imagine that we have</p>

<p>$$\agm\left(1,\frac{\sqrt x+\frac1{\sqrt x}}2\right)\sim_\infty\agm\left(1,\frac{\sqrt x}2\right)$$</p>

<p>And if $\agm(1,x)\sim_\infty\alpha x^\epsilon$, then</p>

<p>$$x^\epsilon=x^{\frac12(\epsilon+1)}\\\epsilon=\frac12(\epsilon+1)\\\epsilon=1$$</p>

<p>Is this correct? And if so, how do I calculate
$$\alpha=\lim_{x\to\infty}\frac{\agm(1,x)}x\ ?$$</p>

<p>It certainly appears to be the case that $\alpha&lt;1$, though I cannot conclude much more than that.</p>

<p>Perhaps one might find the integral form to be useful:</p>

<p>$$\agm(1,x)=\frac\pi{2I(1-x^2)}$$</p>

<p>where</p>

<p>$$I(x)=\int_0^{\pi/2}\frac{dt}{\sqrt{1-x\sin^2(t)}}=\int_0^1\frac{dt}{\sqrt{(1-t^2)(1-xt^2)}}$$</p>
"
"2397460","2398119","Why is this symbolic derivative zero?","<p>I'm trying to compute the derivative of this function with respect to $\theta$ (i.e., $\frac{dv}{d\theta}$):</p>

<p>$$
v(t) = m_2 a_1 a_2 \dot{\phi}(t)\dot{\theta}(t) \cos(\theta(t)-\phi(t))
$$</p>

<p>I thought the answer was:</p>

<p>$$
\frac{dv}{d\theta} = -m_2 a_1 a_2 \dot{\phi}(t)\dot{\theta}(t) \sin(\theta(t)-\phi(t))
$$</p>

<p>But Matlab yields zero using this script:</p>

<pre><code>clear variables
clc
syms t a1 a2 m2 th(t) p(t) 
f = m2*a1*a2*diff(p,t)*diff(th,t)*cos(th-p);
v = sym('th');
dvdth = subs(diff(subs(f,th,v),v),v,th)
</code></pre>

<p>Is there any problem with the preceding script?</p>
"
"2397468","2397525","The sum of odd powered complex numbers equals zero implies they cancel each other in pairs","<p>Show that if a set of <strong>complex</strong> numbers $z_1,z_2,\ldots,z_n$ satisfy 
$$z_1^l+z_2^l+\cdots+z_n^l=0$$ for <em>every</em> <strong>odd</strong> $l$, then for any $z_i$ we can always find some $z_j$ such that $z_i+z_j=0$.</p>

<p><strong>The question has been answered <a href=""https://math.stackexchange.com/questions/489288/the-sum-of-odd-powered-real-numbers-equals-zero-implies-the-numbers-are-inverses"">here</a> for real numbers but not for complex numbers</strong></p>
"
"2397488","2397494","Confusion about the Fundamental Theorem of Calculus","<p>So, I am preparing myself for the math subject GRE with a practice test. Not only did I bomb the test, but I found that even things I thought I understood now seem confusing. </p>

<p>Case in point: the first question, the question that ought to be the easiest. 
It asked me to compute the derivative with respect to x of:</p>

<p>$$\int_e^x \log t \;dt$$</p>

<p><a href=""https://i.stack.imgur.com/jnY6O.png"" rel=""nofollow noreferrer"">I can't post images yet so please click here</a></p>

<p>So, I thought using the Fundamental Theorem of Calculus, I'd get 
log(x) - log(e) = log (x) - 1. That wasn't even a choice. </p>

<p>Not only that, but the solution guide thought the answer was TOO SIMPLE TO EVEN EXPLAIN other than saying it's the FTC. The answer is log(x). </p>

<p>Please explain where my reasoning is flawed, I would be very grateful.</p>
"
"2397490","2397557","Prove that the intouch point of the medial triangle is collinear with a vertex and an extouch point of a reference triangle","<p>Let $E$ be the midpoint of $AB$, $F$ be the midpoint of $AC$. I need to prove that the point at which the Spieker circle (the incircle of the medial triangle) touches $EF$ is on the line $AT_a$, where $T_a$ is the extouch point of the triangle on $BC$.</p>

<p>I have tried homothety and similar triangles, both to no avail. Any solutions would be much appreciated. Thanks</p>
"
"2397500","2397503","Constant acceleration question","<p>""An object moves in a straight line. It starts from the rest and its acceleration is $2ms^{-2}$. After reaching a certain point it comes back to the original point. In this movement its acceleration is $-3ms^{-2}$. till it comes to rest. The total time taken for the movement is 5 seconds. Calculate the maximum velocity.""</p>

<p>I'm learning mechanics so I don't know if I interpreted the question correctly. An object from rest travels at a rate of $2ms^{-2}$ until it reaches some point. I understand that to be, that the object doesn't stop at that point but instantly changes direction.</p>

<p>It starts from rest so initial velocity is 0. The time taken to reach that certain point can be $t_1$, so the velocity at the point just before the decelerating force applies is $v=2t_1$. </p>

<p>Then on the way back, I'm not sure if the object has an initial velocity $v=2t_1$ as before or will it be 0 since the EXACT moment the force applies the object is stationary? The final velocity will be the maximum velocity, just before it comes to rest? And also the time for the 2 systems will be $t_1 + t_2 = 5$.</p>

<p>Can someone kindly explain if my understanding of this is correct?</p>

<p>thanks</p>
"
"2397511","2397520","How to factor hard derivatives to find critical and inflection points","<p>Derivatives became hard for me now that I need to factor them as much as possible in order to find critical and inflection points, Is there any easy way or steps to follow to factor derivatives ?</p>

<p>When I start trying to factor I just get stuck</p>

<p><strong>hard derivatives examples:</strong></p>

<p>$$ f''(x) = \frac{-12(x^2 + 3)^2 - (-48x(x^2 + 3)x)}{((x^2 + 3)^4))} $$</p>

<p><strong>The final result is</strong></p>

<p>$$ f''(x) = \frac {36(x+1)(x-1)}{(x^2+3)^3} $$</p>

<hr>

<p>$$f''(x)= 4(3x(x - 5)^2 + (x - 5)^3) + 4(x - 5)^3$$
<strong>the final result is</strong> 
$$f''(x)=20(x-5)^2(x-2)$$</p>
"
"2397515","2397565","how does a floor function work?","<p>I understand what a floor function does, and got a few explanations <a href=""https://math.stackexchange.com/questions/1048054/is-it-possible-to-simulate-a-floor-function-with-elementary-arithmetic"">here</a>, but none of them had a explanation, which is what i'm after.</p>

<p>Can someone explain to me what is going on behind the scenes of a floor function?</p>

<p>Edit: To clarify, what i want to know, is when i use <code>floor(x)</code>, what is the computer actually doing to give me the result of the largest integer below <code>x</code>. For example,someone responded in the linked thread,</p>

<p>$$\left\lfloor \frac{x}{2} \right\rfloor = \frac{x}{2} - \frac{1 - (-1)^x}{4} $$</p>

<p>However, there was no explanation. So, what i really am after is a method of solving <code>floor()</code> mathematically, with an explanation/proof</p>
"
"2397534","2397545","Putnam Pigeonhole question","<p>Let $X = \{x_1, x_2, \ldots, x_m\}$ be a set of $m$ positive integers, all less than or equal to $n$, and let $Y = \{y_1, y_2, \ldots, y_n\}$ be a set of $n$ positive integers, all less than or equal to $m$. Prove that there is a nonempty subset of $X$ and a nonempty subset of $Y$ with the same sum.</p>

<p>The ''informal'' solution given was: Imagine that the elements of $X$ are white stones, with weights $x_1,x_2,\ldots,x_m$, and that the elements of $Y$ are black stones, with weights $y_1,y_2,\ldots,y_n$. We also imagine a large balance-type scale, with two pans balancing across a fulcrum. Our goal is to put some number of white stones in the left pan and some number of black stones in the right pan, so that the two sides balance.</p>

<p>We use what is essentially a “greedy” algorithm: start by placing a white stone in the left pan, and then at each step, add a stone to whichever side is lighter, and keep doing this until we run out of stones. Either at some intermediate point the scales will be in balance (in which case we’re done), or we’ll run out of stones. But the bounds on the weights of the individual stones mean that the scale can never be out-of-balance by more than $n$ on the left side or by more than $m-1$ on the right side. (It can never be out of balance by $m$ on the right, since we started with a white stone in the left pan.) Since there are $m+n$ total stones and only $m+n-1$ different ways that the scale can be out of balance, we may conclude by the Pigeonhole Principle that if we run out of stones, the scale must have been out of balance by the same amount at two different times. But this means that all the stones that we added between these two times must balance evenly, thus solving the problem.</p>

<p>How does the scale balancing twice evenly solve the problem?</p>
"
